Source_id,Title,Time,bar,Content,Categories,Other_picture,Author
3NmwywZ,新光金指「新新併」2大外資機構+2大退休基金支持,2024-09-30 05:15:02+00:00,,https://today-obs.line-scdn.net/0hBtZP2JRkHVtnKQ3GRopiDF9_ESpUTwdSRUpbOkV5RDtMBQ5fXRxOOBAgQ3dCGw8FR0cBbRIhFD4dEF4NWQ/w644新光金今天（30日）發布最新消息，國際投票顧問機構GL（Glass Lewis）已正式在報告中建議機構法人股東可以在股東大會投下贊成票。新光金也指出，美國加州教師退休系統（CalSTRS）與瑞典AP2兩大退休主權基金，已在官網各自表態支持。知名外資機構ISS（Institutional Shareholder Services）上週26日在報告中針對「新新併」的投票建議，提出贊成的建議。隨後新光集團大股東林家第三代林伯翰以「新光金創始股東」名義，發出一封千字信件給小股東與外資股東，直球反擊。林伯翰認為，ISS忽略合併案中關鍵問題，可能誤導股東們做出不符合最佳利益的決策，因此強烈建議股東們不要盲目跟隨ISS的投票建議。不過，另一個國際投票顧問機構GL（Glass Lewis）的報告也出爐，與ISS立場相同。新光金30日發布新聞指出，GL的報告清楚表明建議股東投票支持「新新併」，顯示「新新併」能維護股東、員工及客戶的權益，未來更可望創造最佳的合併利益。新光金也指出，美國加州教師退休系統（CalSTRS）與瑞典AP2兩大退休主權基金，各自在官網表態支持「新新併」。加州教師退休系統（CalSTRS）是美國最大的教師退休基金，也是美國第二大的退休基金；瑞典AP2是北歐最大的退休基金之一。新光金強調，主權基金是相對⻑期且安全、穩定的資產管理機構，基金肩負實現該退休金資產⻑期回報最大化的重要任務，「新新併」獲得其大力支持，實屬可貴，意味著現任經營團隊改革成果與經營績效卓越，受國外法人機構高度肯定。新光金暨新壽董事⻑魏寶生表示，與台新金是在100%合併、對等合併的原則下進行，新光的招牌與企業DNA能⻑久延續並保存，雙方的互補性能讓獲利更加均衡，攜手抓住各類成⻑機會、迎接挑戰、擴大經營規模、增進競爭力、提升業績、增強韌性。他也宣布，未來全體員工「三年留用，一體適用」，保障員工權益。（張佳琪報導）延伸閱讀,理財產業動態：金融,[],中廣新聞網
DR2kXo8,新光台新合併 再獲外資顧問機構Glass Lewis建議投下「贊成票」,2024-09-30 05:15:04+00:00,,https://today-obs.line-scdn.net/0hEqSeOxcNGl5uHArDSs1lCVZKFi9degBXTHxVbRwZTDwWMFpdU3JJPU0VEXIQLQ1cTihROUwUQGlBeFxYUw/w644新光金控與台新金控合併案，繼ISS（Institutional Shareholder Services）發布贊成「新新併」的投票建議報告後，國際投票顧問機構GL（Glass Lewis）也在9/27呼籲機構法人在股東大會議案投票時，投下贊成票。最具影響力的兩家機構ISS（Institutional Shareholder Services）和GL（Glass Lewis）都同步背書，在報告上清楚表明建議股東投票支持「新新併」，在在顯示新新併不但能維護股東、員工及客戶的權益，未來更可望創造最佳的合併利益，充分展現第三方中立研究機構的高度肯定與期待。除了兩家建議報告之外，部分知名機構法人同樣看好「新新併」，直接在官網上公開揭露，表達已投下贊成票。包含金融業常見的持股外資法人，如有兩大主權基金投資者：加州教師退休系統（CalSTRS），是美國最大的教師退休基金，也是美國第二大的退休基金，以及北歐最大的退休基金之一瑞典AP2，等等多個世界知名機構法人。主權基金是相對長期，安全與穩定的資產管理機構，該基金肩負實現該退休金資產長期回報最大化的重要任務，「新新併」能獲得國際各地主權基金的大力支持，實屬可貴，也意味現任經營團隊改革成果與經營績效卓越，深受國外法人機構高度肯定。兩大國際投票顧問出具建議股東「贊成」的報告，與國際知名的持股外資法人一路投票贊成相挺，新光金控董事會與經營團隊十分感謝來自世界各地機構法人的認可與支持。新光金控暨新光人壽董事長魏寶生表示，本次與台新金控在100%合併、對等合併之原則下，新光的招牌與企業DNA能長久延續並保存，雙方間的互補性也能讓獲利更加均衡，攜手抓住各類成長機會、迎接挑戰、擴大經營規模、增進競爭力、提升業績、增強韌性，而未來全體員工也都擁有「三年留用，且一體適用」的保障，讓同仁們適才適所的盡情發揮才能，希望大家都能在新的環境中留下來，一起努力開創台灣金融市場的新格局。中醫大新竹附醫自主研發AI軟體　5分鐘輔助警示惡性腦水腫風險惡狼以贈送貼圖為誘餌　誘騙10歲女童拍裸照遭判刑,理財產業動態：金融,[],鏡週刊鏡週刊 Mirror Media
kEvN55L,聯邦銀響應新南向政策；也冀在日本/星國設分行,2024-09-30 04:15:06+00:00,,https://today-obs.line-scdn.net/0hlqut6j3UM15IDSPDaEtMCXBbPy97aylXamwva2wNPmdnISMOIT9gPW4PZHJsOn1aaG90OWUEZDptbnYKdQ/w644MoneyDJ新聞 2024-09-30 11:39:26 記者 李宜秦 報導聯邦銀(2838)主辦越南不動產開發商CityLand美金5700萬元的國際聯貸案，總經理許維文表示，公司新南向政策主要重心放在越南，目前在越南設有辦事處，雖然金管會已核准可至越南設立分行，但是越南對於外國銀行在當地設立分行限制較大，現在仍在「排隊」中，未來也規劃再到新加坡、日本等地設立分行。許維文表示，越南對於外國銀行設立分行要求嚴格，必須為評等AA+，而聯邦銀目前為A+，新加坡也是類似情況，雖然越南政府鼓勵外資併購當地小銀行，若以併購方式進行，就會對外國銀行開綠燈，設立分行限制也不會這麼嚴格，不過因為併購風險比較高，因此暫時不考慮這麼做。聯邦銀表示，近年越南受益於全球供應鏈重組，整體市場表現突出，去年經濟成長率達5%，高於全球平均，且越南去年起啟動大規模公共投資計畫，截至今年第二季為止，當地政府已支出110億美金，預料經濟成長率可望再創高，公司持續看好越南市場，致力推動台灣、越南在金融與經濟領域的合作發展，本次聯貸案體現聯邦銀對越南市場的深耕及對新南向政策的積極響應。（圖／記者拍攝）延伸閱讀：主動式ETF明年上路 將可當沖、融資北富銀主辦 奇鋐1.5億美元聯貸案完成簽約資料來源-MoneyDJ理財網,理財產業動態：金融,[],MoneyDJ理財網
vX6G3No,聯邦銀主辦越南CityLand不動產5700萬美元聯貸案,2024-09-30 04:15:09+00:00,,https://today-obs.line-scdn.net/0hlGzmPYhAM2hHFCP1YgtMP39CPxl0cilhZXQoWWQSZFpqOHdqeydgC2ocaEQ5JyE-ZyYvWWpBPwg9InY-eQ/w644MoneyDJ新聞 2024-09-30 11:22:47 記者 李宜秦 報導聯邦銀(2838)響應新南向政策，看好越南不動產開發市場，今(30)日宣佈主辦越南不動產開發商CityLand美金5700萬元的國際聯貸案，由聯邦銀攜手越南工商銀行德國分行合作統籌，並由越南工商銀行提供擔保信用狀，參貸銀行包括上海商銀、凱基銀行、永豐銀行、高雄銀行等四家國銀。聯邦銀總經理許維文表示，CityLand為越南房地產龍頭廠商，過去二十年為越南提供大量住宅及商業大樓，近幾年配合越南政策，持續於富國島開創複合式開發案，包括社會住宅、一般住宅、度假村等，同時也創設飯店管理學院，為越南觀光旅遊業提供更高的品質。許維文表示，聯邦銀去年7月與越南工商銀行簽訂合作備忘錄，雙方合作更加緊密，本次越南工商銀行提供擔保信用狀，成為促成聯貸案的一大關鍵。他指出，聯邦銀的房貸額度仍有餘裕，未來房貸業務仍遵照中央政策，會先針對首購族、危老都更放貸，有空間才會再對其他類別進行放貸。聯邦銀總行協理阮豐利表示，這次的聯貸案比較特殊，除了擔保本金外，也有擔保利息，同時還有擔保1.5個月的違約金，算是少見的案子，加上國外的不動產聯貸案在台灣較為稀少，係因台灣法令規定，台灣的銀行房貸額度幾乎無法胃納到國外的案子，由於該案額外加保，對參貸銀行而言風險更低。（圖／記者拍攝）延伸閱讀：美房價漲幅可望收斂？潛在購屋族仍猶豫央行喝完咖啡再出重手 信義：房貸剩下首購友善資料來源-MoneyDJ理財網,理財產業動態：金融,[],MoneyDJ理財網
1D6rERv,富邦金今年獲利再拚一資本額，明年維持高峰,2024-09-30 02:15:11+00:00,,https://today-obs.line-scdn.net/0h6zT9-6lNaVVpQHnIcq0WAlEWZSRaJnNcS3UjZ0VDZGNFbHtQASc6Nk9IMXlMcnkLSS4gZhxEPjITdiZUAg/w644MoneyDJ新聞 2024-09-30 10:09:37 記者 蕭燕翔 報導上半年獲利優於預期，法人圈預估，富邦金(2881)今年獲利有重回一個資本額實力，且降息有助債券評價，明年配息能力可期。明年資本利得雖較難比照今年高峰，但銀行核心獲利將持續成長，整體金控獲利仍能維持相對高峰。富邦金上半年獲利年增九成，北富銀在資產組合調整下，獲利創同期新高，壽險則是不少仰賴資本利得。法人預期，因北富銀淨利差與手續費調整速於同業，今、明年整體體核心獲利將延續成長。壽險避險前經常性收益率上半年雖因現金股利減少，導致年減10點，但經營團隊年初即設定，今年將以成長股的資本利得為主，拉高整體投報率。根據法人的預估，富邦金以年底淨值估算，股價約為淨值的1.3-1.4倍，落在長期均值的1-1.5倍間。延伸閱讀：旗下事業體受惠降息大，王道銀行明年獲利拚續揚《DJ在線》聯準會降息循環啟動，壽險外債部位評價吃香資料來源-MoneyDJ理財網,理財產業動態：金融,[],MoneyDJ理財網
Nvgw2wM,9/30早盤獵報：搶攻500億美元眼科新藥市場！台新藥(6838)開盤飆漲停！,2024-09-30 02:15:13+00:00,,https://today-obs.line-scdn.net/0hJAVmyh7fFW5rFAXzalBqOVNCGR9Ycg9nSXRfCR5BS1tEOFM6B3RGDU8SGUJOLQY4S3VcXUxEHlkTIVM-UQ/w644今日台股早盤在美國科技股熄火休息下開低，台積電失守千元大關，加權指數下跌205.64點(-0.9%)至22617.15點，櫃買指數下跌0.45點(-0.17%)至269.87點。權值股部分漲跌互見，藥華藥(6446)上漲3.16%、豐泰(9910)上漲2.61%、寶成(9904)上漲2.38%、聯詠(3034)上漲2.35%、文曄(3036)上漲1.86%。權王台積電(2330)下跌1.6%。觀察早盤上市櫃類股中，以玻璃陶瓷、生技醫療表現最佳。玻璃陶瓷中，台玻(1802)上漲4.79%、冠軍(1806)上漲2.49%、和成(1810)上漲1.31%；生技醫療上市上櫃飆漲，羅麗芬-KY(6666)上漲10%、欣大健康(4198)上漲9.97%、精華(1565)上漲6.61%、華安(6657)上漲6.08%、國邑*(6875)上漲5.56%、視陽(6782)上漲4.79%。焦點股方面，眼藥廠台新藥(6838)27日宣布眼科新藥將美國上市販售，激勵今日股價開盤飆漲停！台新藥是專注於眼科、腫瘤科和抗感染用藥等治療領域的藥物開發廠，近期授權美國合作夥伴開始販售的眼科新藥-丙酸氯倍他索滴眼懸液APP13007，提供白內障、近視雷射手術後的患者來抑制術後傷口發炎，且在止痛以及抗發炎的藥效方面皆遠勝於競爭藥品，加上能縮短手術後療程最大的用藥總滴數，用藥總滴數降低，更大程度降低類固醇眼藥水的副作用發生機率。美國目前為最大的眼藥需求市場，台新藥未來在APP13007新藥的帶領下，持續搶攻類固醇眼藥水的巨大商機，將在第四季開始迎來新一波營收貢獻！圖片來源：籌碼K線-電腦版延伸閱讀：現在就加入《籌碼K線手機APP》！全台最多人使用的投資APP，助你在股市乘風破浪！https://chipk.page.link/wHL6用電腦版看更多即時籌碼動向👉電腦版下載 https://cmy.tw/00AM2e👉電腦版開啟 https://cmy.tw/00B4X6點開加入→CM財經日報 FB社團，解析第一手股票內幕,理財產業動態：金融,"['data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",CMoneyCMoney官方
qok9Yky,林伯翰質疑外資分析有誤 新勝、臺灣新光實業3聲明反擊,2024-09-29 09:15:15+00:00,,https://today-obs.line-scdn.net/0hu9X58JkDKhZlTDqId3dVQV0aJmdWKjAfR3oxeUJJfCMdYGtFXSp5dUAfIzpBdGRJRX1gcUFFdXUcLm1AXg/w644外資投票建議機構 ISS 報告日前指出，建議外資股東在台新金及新光金股臨會對合併都投下贊成票。但新光集團大股東林家第三代林伯翰質疑 ISS 分析存在錯誤且忽略合併案關鍵議題，建議股東勿盲目跟隨，應投票反對合併提案。對此，新勝、臺灣新光實業29日發出3大聲明反擊，兩家公司指出，ISS 及 Glass Lewis 均為國際重要的外部獨立投票建議機構，且依數據來看，支持合併案，才有機會讓股東投資價值持續增長。新勝、臺灣新光實業聲明全文如下：一、ISS 及 Glass Lewis 均為國際重要的外部獨立投票建議機構，該二機構業於9月27日正式出具報告，對於新光金控與台新金控合併案給予「支持」意見，然卻遭林伯翰先生惡意曲解及濫用，企圖影響股東對本合併案之支持，實不可取。二、依新光金控與台灣金融指數過去十年股價表現，因新光金控長期經營不善，可知若未有本合併案，其漲幅表現一直遠低於大盤表現，故支持本合併案，才有機會讓股東投資價值持續增長。三、另新光金控進行本合併案的交易相對人為台新金控，非個別股東或董事，且本合併案的換股比例係一體適用於新光金控的全體股東，新光金控董事及其所代表法人股東不會因為本合併案而有具體權利義務之變動，不會因本合併案立即、直接取得不同於新光金控其他股東的權利或負擔義務，故不具有自身利害關係。且鑑於合併係為提升公司經營體質，強化公司競爭力，不致發生有害於公司利益之情形，新光金控董事無須迴避。詳細資訊請參新光金控2024年8月22日所發布之重大訊息第26點，期盼各界勿再被不實資訊所誤導。享受更高質量的財經內容 點我加入經濟日報好友,理財產業動態：金融,[],經濟日報
7NgzO6J,台新金薪水高2成 新光金薪資福利成焦點,2024-09-29 07:15:18+00:00,,https://today-obs.line-scdn.net/0hJ6Z9KWt9FRlnQAWG1vtqTl8WGWhUJg8QRS5ffUoTHypIbAJOWHJGekFETDVDIgFHRyReKhBDTSEfIAVPWg/w644[NOWnews今日新聞] 新光金、台新金的合併案即將塵埃落定，新光金員工的薪資福利也成為各界關注的焦點。薪資查詢平台《比薪水》統計，台新金的薪水較新光金高出約20%，也讓新光金員工對合併抱持高度期待。中信金控退出收購新光金後，新光金將於10月9日將召開股東臨時會，討論台新金與新光金的「新新併」，新光金董事長魏寶生態度積極，承諾合併後會實施「三年留用、一體適用」的政策，絕對不會裁員。新光銀行工會也表示，將參考過往金融業併購案例，協商員工安置計畫。根據《比薪水》資料庫，近三年新光金融控股有限公司的平均月薪為43978元、中位數41000元，平均年薪609012元、中位數584000元；台新金融控股有限公司的平均月薪49488元、中位數47500元，平均年薪735976元、中位數702000元。新光金員工認為，公司福利較少，包括公司認股、部門旅遊等，薪資成長幅度也有限，而台新金則在每年考績調薪方面表現較優。新光金留任員工寄望能提升薪資待遇，達到同工同酬。新光金、台新金皆看好合併案發展，若能順利合併為「台新光金融控股」，台新金的業務將擴大至銀行、壽險雙軌運作，隨著規模擴大及獲利能力提升，員工薪資也有望水漲船高。金管會將嚴格監督合併過程，確保新光金員工權益不受損，而工會也將積極參與協商，確保員工安置措施到位。新光金與台新金能否成功整合、發揮各自的優勢，也是影響未來發展的重要因素。立即加入NOWnews今⽇新聞官⽅帳號！跟上最HOT時事,理財產業動態：金融,[],NOWnews 今日新聞記者許若茵
gzPYY72,永豐餘攜手華國打造E-dReg 5MW儲能案場 每日供1.5萬度電量移轉,2024-09-28 07:15:21+00:00,,https://today-obs.line-scdn.net/0hufxGdAYUKklFPjrY0rZVHn1oJjh2WDBAZwsyezVpcC1sEj9MLFh5KjA3dmU4CWhKZVhsemU2fC08Dm0ZfQ/w644永豐餘 (1907-TW) 今 (27) 日宣布，旗下永餘智能攜手華國能源打造 E-dReg 5MW 儲能案場，將於近日正式商轉，未來每日可提通 1.5 萬度電量儲存與移轉功能，且能發揮調整電力系統頻率複合功能，協助穩定台灣電網韌性。永餘智能表示，此案為華國能源第三個儲能案場，由華國能源自建土木基礎，永餘智能團隊統包。永餘智能採用西班牙供應商 PE 的國際級電網 PCS(功率調節器)，與台灣首度上線使用三星 SDI 電池櫃產品 SBB。永餘智能指出，全球淨零碳排趨勢加速再生能源建置、AI 產業蓬勃發展帶動龐大電力需求，儲能對於大量間歇性綠能併網後電網穩定供電的挑戰具關鍵輔助效果。永餘智能進一步說明，E-dReg 儲能建置成本及技術門檻較高，但因具有調整電網頻率及電能轉移功能，光儲合一能夠有效擴大綠能效益，利用儲能系統發揮削峰填谷的功能，減少再生能源電力起落之間對電網的衝擊，並可轉移電能，於特定時段放電，舒緩供電壓力，以提升電網供電品質。永餘智能除在儲能領域持續協助客戶拓展案場、導入智慧能源系統外，也在今年 2 月取得再生能源售電業執照，評估包括沼氣發電等 24 小時綠電轉售媒合，同時正與國外大型綠電電廠洽談合作，預期未來每年可供 5000 萬度以上的綠電或憑證銷售。更多鉅亨報導•永豐餘上半年獲利年增逾5成 工紙價格觸底反彈•永豐餘轉型氣候科技產業 售電執照已到手拚每年銷售5000萬度電點我加鉅亨網LINE好友🔥財經大事不漏接,理財產業動態：金融,[],anue鉅亨網
VxGr2RL,推廣理財知識 中信文薈館獲金融教育貢獻獎,2024-09-28 07:15:24+00:00,,https://today-obs.line-scdn.net/0hUobDJpcTCkBfPRrR3qF1F2drBjFsWxBJfQxBcy8_V3EgEUwVZFNZI35pXGwiXx5GfwtEdns4BnJ7DEpBYQ/w644[NOWnews今日新聞] 為普及金融教育推廣理財觀念，中國信託商業銀行設立創新型態的中國信託文薈館，提供台灣金融發展歷史及主題互動展件，舉辦主題特展、跨域結合教育機構、警察局推出合作財商課程成效驚艷，在今（27）日榮獲金管會「113年度金融教育貢獻獎」最佳協力獎，金管會副主委邱淑貞特別出席頒獎給中信銀行總經理楊銘祥，表揚中信銀行積極協助民眾建立正確金融觀念及努力。金管會舉辦「113年度金融教育貢獻獎」設有「最佳創新獎」、「最佳薪橋獎」、「最佳協力獎」、「最佳成效獎」及「最佳投入獎」，共計67件專案報名，邀集專家學者及民間團體組成評審小組，用以鼓勵金融相關單位發想多元創新方式，舉辦公益金融教育課程或宣導。文薈館自2015年開館至今，以創新科技互動展件展出金融歷史發展脈絡及數位金融發展趨勢，打造創新金融教育場域，擴大協力對象推廣金融知識、促進跨機構交流，並善用彼此資源擴大宣導廣度以發揮綜效，獲得主辦單位評選為「最佳協力獎」銀質獎。中信銀行總經理楊銘祥表示，文薈館不僅是中信金融文史館，更致力打造成學習生活化金融知識的體驗場域，盼以民間企業的金融專業和資源，積極與學校及各單位合作，攜手扎根金融教育，提升國人理財素養。值得一提的是，文薈館自2021年起與台北市、基隆市、宜蘭縣教育局處合作，提供學校理財教材授權、貨幣教具車移地教學、職探體驗及教育營隊。最新編製的2套教案結合108課綱「財金素養」主軸，無償授權教育團體申請使用，教案涵蓋儲蓄與消費、緊急預備金、投資理財與風險、預防詐騙等觀念，教師可選擇適合學生學習的單元及搭配學習單進行授課，協助幼稚園及國小學童養成基礎金融知識。文薈館自2017年開始於暑假舉辦金融教育特展，內容涵括股票、貨幣知識、古今銀行介紹、新台幣上的臺灣故事，幫助學童以輕鬆的方式建立金融觀念。有鑑於詐騙議題成為各界關注焦點，今年的暑期特展以「錢的多重宇宙—五感體驗玩金融」為主題，攜手台北市政府警察局南港分局策劃「防詐大挑戰」專區，收集生活中常見的詐騙話術，供民眾建構預防觀念，展出近3個月共計逾6萬人次觀展，深獲各界好評。文薈館秉持金融核心本業推廣財金素養，跳脫傳統博物館的靜態展示方式，以珍貴館藏搭配數位互動，呈現中信與台灣並肩成長的金融服務里程碑，開館至今超過57萬人次參觀，今年亦以「校園金融素養扎根計畫」獲得財團法人台灣永續能源研究基金會「台灣永續行動獎」金獎肯定，也歡迎各級學校、自學團體及非營利課輔團體預約導覽及理財桌遊等專屬服務。立即加入NOWnews今⽇新聞官⽅帳號！跟上最HOT時事,理財產業動態：金融,[],NOWnews 今日新聞記者顏真真
kEvNKOw,技嘉推出X870系列主機板 搭載獨家 AI SNATCH技術提升運算效能,2024-09-30 06:51:27+00:00,,https://today-obs.line-scdn.net/0hzXcl6gIsJXdeFTXqGCpaIGZDKQZtcz9-fHc5EC8Wfkd0OWZ2NnZ2FHkQKFsgJGMofiBrEysUKRR6cjUhNQ/w644PC 品牌 (2376-TW) 技嘉今（30）日發布全新 X870E/X870 系列主機板，搭載 AMD Ryzen 9000(AMD-US) 系列處理器，並配備獨家 AORUS AI SNATCH 技術，有效提升電腦效能。X870 系列主機板搭載獨家 AORUS AI SNATCH 技術，透過 AI 引擎協助，讓新手玩家也能輕鬆實現高階超頻效果，技嘉表示，此技術可同時提升系統效能和能源效率，滿足 AI 時代的運算需求。在硬體規格方面，X870E/X870 系列採用高達 20 相 110A SPS 電源配置，搭配 8 層 PCB 設計，支援 DDR5 記憶體最高可達 8600 MT/s。部分高階型號還配備 DDR Wind Blade 和強化散熱背板，進一步優化散熱效果。技嘉特別強調本次主機板的 DIY 友善設計，包括 M.2 EZ-Match 磁吸式散熱片、WIFI EZ-Plug 快拆天線接頭、PCIe EZ-Latch Plus 顯示卡免工具拆裝等功能，大幅提升組裝便利性。在 BIOS 方面，技嘉推出全新 UC BIOS 介面，提供多主題背景和更直覺的效能調校機制。獨家的 Active OC Tuner 技術可根據使用情境自動切換超頻模式，優化效能表現。連線能力上，新主板支援 Wi-Fi 7 和雙 USB4 Type-C 接口，每個接口傳輸速度高達 40 Gbps，滿足高速數據傳輸需求。更多鉅亨報導•技嘉AORUS前往德國電玩展 全新電競 AI PC 重磅亮相•AI熱潮推動資料中心散熱革新 技嘉GIGAPOD支援多元冷卻方案點我加鉅亨網LINE好友🔥財經大事不漏接,理財產業動態：電腦／筆電／面板,[],anue鉅亨網
NvgwRan,PC｜大聯大(3702)透過同業比較觀察PC未來走向,2024-09-30 06:15:31+00:00,,https://today-obs.line-scdn.net/0haQ7n-eesPn4KFy7jTCtBKTJBMg85cSR3KCJwGi8fMkdzO34rYSFtHSpAMlJ0JCwoKnchHHhEaEYkJX5_Mw/w644大聯大(3702) 因受惠伺服器持續成長與第二季PC/NB銷售暢旺，提升記憶體與相關零組件出貨增加，8月營收創歷史新高，月增23.8%、年增34.2%達848.5億元。圖片來源:(優分析產業數據庫)大聯大的經營模式是藉由控股方式集合多家中小型通路商，藉此降低採購成本，其中在中國地區的客戶占比最高，顯示中國經濟的好壞對於大聯大影響顯著。圖片來源:公司法說會營收占比方面可以發現占比較高的為，電腦周邊、通訊電子、記憶體與核心元件相關，其中記憶體價格提升是公司2024年第二季營收及毛利率提升的主因。圖片來源:公司法說會公司表示2024年第三季為傳統旺季，預期營收將季增中個位數，但預估第三季營收為全年四季高峰，整體上、下半年營收比重大約為48比52，主因為客戶已提早在第二季拉貨，第三季拉貨相對保守，但市場需求整體是往上成長。透過優分析我們可以比較目前各通路商的營收預測統計，文曄由於受惠伺服器的高成長，目前領先第一。圖片來源:(優分析產業數據庫)在毛利率比較方面，文曄也由於資料中心伺服器季增13%、年增4.5倍的原因之下，逆勢突破搶佔第一。圖片來源:(優分析產業數據庫)根據比較可以發現，目前相關通路商今年能夠增長的主要原因大部分都為伺服器資料中心相關產品，在今年AI PC等終端部分由於提前拉貨，上下半年比重接近之下，若2025年伺服器需求仍然強勁，且終端AI PC滲透率開始快速提升的話，明年相關通路商仍相當有看頭。,理財產業動態：電腦／筆電／面板,"['data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7', 'data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7']",優分析產業研究部(Jack)-優分析
oq37PEp,【13:12 投資快訊】瑞軒(2489)業績穩健，電視顯示器製造走勢良好,2024-09-30 05:15:34+00:00,,https://today-obs.line-scdn.net/0h4N4IdRnba2EJMHv8Pp4UNjFmZxA6VnFoKwN2U380ZlFxHC9gN1M4Aig0N010VSVkKV8tASQ3N1NxVSxkZQ/w644瑞軒(2489)今天股價上漲3.54%，報價21.95元，顯示出市場對於其未來表現的期待。作為Vizio及JVC電視品牌及顯示器的代工廠，瑞軒專注於TFT-LCD液晶顯示器的設計、製造及銷售。近期的營業焦點顯示，隨著居家娛樂需求的增長，電視及相關產品的需求仍持續上升。根據券商報告，瑞軒在市場上具有穩健的流動性及市場份額，預期未來幾個季度將持續受益於顯示技術的進步及出口訂單增加。整體而言，瑞軒的業績表現令人期待，也顯示出健全的營運狀況。近五日漲幅及法人買賣超：近五日漲幅：%三大法人合計買賣超：0 張外資買賣超：0 張投信買賣超：0 張自營商買賣超：0 張點擊下方連結，下載或開啟籌碼K線，可以獲得更多第一手股市相關資訊哦！ https://chipk.page.link/R5kH ,理財產業動態：電腦／筆電／面板,[],CMoneyCMoney AI 研究員
mWGVZvw,【13:06 投資快訊】3545敦泰：面對市場競爭的穩健成長與股價反彈,2024-09-30 05:15:39+00:00,,https://today-obs.line-scdn.net/0hoDbLMEFaMGtfNSD2a6tPPGdjPBpsUypifVt8DSg0OlogGSA9Y1FjCHg1PUd7Un86f1IsC3NhO1kiViI4Ng/w644敦泰（3545）作為亞洲電容屏觸控IC供應商的龍頭企業，近日股價上漲3.79%，報價85元，顯示出市場對其未來表現的樂觀預期。根據近期研究報告，敦泰在2024年展望呈現審慎樂觀，尤其在手機及平板市場需求回溫的背景下，將持續推動業績增長。儘管市場競爭加劇，尤其是TDDI價格壓力，券商仍預估2024年稅後EPS可望達1.85元，且目標價設於111元（PBR 2.5X）。然而，基本面上仍需密切觀察毛利率恢復與市場需求回暖的持續性，因此券商對其看法為中立，建議投資者保持警覺。近五日漲幅及法人買賣超：近五日漲幅：1.74%三大法人合計買賣超：1120.9 張外資買賣超：1051.895 張投信買賣超：19.031 張自營商買賣超：49.974 張點擊下方連結，下載或開啟籌碼K線，可以獲得更多第一手股市相關資訊哦！ https://chipk.page.link/R5kH ,理財產業動態：電腦／筆電／面板,[],CMoneyCMoney AI 研究員
eLgO8vK,【12:39 投資快訊】6109 亞元：電源供應器需求提升，股價上漲3.85%分析,2024-09-30 05:15:41+00:00,,https://today-obs.line-scdn.net/0hpO5HtXIUL2AIMT_9N69QNzBnIxE7VzVpKl9pUikxdFVyHW41PQB8AyU1cEx1BWo-KABmDyQwdAMsVD9lNQ/w644亞元（6109）是專注於可攜式電子產品電源供應器的廠商，其主要產品包括電源供應器、通訊用變壓器等。近期公司報告指出，隨著可攜式電子產品需求的上升，電源供應器的營收佔比達到60.02%，顯示出強勁的市場需求。今日股價上漲3.85%，報價14.85元，似乎受益於市場對其未來增長潛力的看好。根據券商報告，亞元在提升產品技術及擴大產能方面勢在必行，未來有望在競爭中脫穎而出，持續引領市場潮流。投資者對於該股的持續關注可能會推動其股價進一步上漲。近五日漲幅及法人買賣超：近五日漲幅：10%三大法人合計買賣超：-230 張外資買賣超：-230 張投信買賣超：0 張自營商買賣超：0 張點擊下方連結，下載或開啟籌碼K線，可以獲得更多第一手股市相關資訊哦！ https://chipk.page.link/R5kH ,理財產業動態：電腦／筆電／面板,[],CMoneyCMoney AI 研究員
